room,game,hand,won,player0_preflop_fold,player0_flop_fold,player0_turn_fold,player0_river_fold,player0_bet,player0_preflop_bet,player0_flop_bet,player0_turn_bet,player0_river_bet,opponent_preflop_bets,opponent_flop_bets,opponent_turn_bets,opponent_river_bets,opponent_bet,starthandstrategy,flop_hand,turn_hand,river_hand
Aludra,349,1,0,0,0,0,0,8.0,2.0,8.0,8.0,8.0,5.0,25.0,32.99999999999999,40.99999999999999,40.99999999999999,Fold,High Card,Pair,Pair
Aludra,349,3,0,1,0,0,0,2.4,2.4,2.4,2.4,2.4,10.6,13.0,15.4,17.8,17.8,Fold,,,
Aludra,349,12,0,0,0,0,1,6.999999999999999,1.0,1.0,4.0,6.999999999999999,5.0,5.999999999999999,19.0,68.0,68.0,Fold,Two Pair,Two Pair,Two Pair
Aludra,349,16,0,0,0,0,1,2.9000000000000004,1.4000000000000001,1.4000000000000001,2.9000000000000004,2.9000000000000004,3.8,5.2,11.1,25.9,25.9,Call,Pair,Pair,Pair
Aludra,349,25,0,1,0,0,0,2.4,2.4,2.4,2.4,2.4,10.4,12.799999999999999,15.2,17.599999999999998,17.599999999999998,Call,,,
Aludra,349,28,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,2.0,3.0000000000000004,4.0,5.0,5.0,Fold,High Card,Pair,Pair
Aludra,349,30,1,0,0,0,0,5.4,2.4,5.4,5.4,5.4,3.8,12.2,17.599999999999998,22.999999999999996,22.999999999999996,Fold,High Card,,
Aludra,349,31,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,14.0,25.0,36.0,47.0,47.0,3-Bet,,,
Aludra,349,34,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,3-Bet,,,
Aludra,349,37,1,0,0,0,0,1.0,1.0,1.0,1.0,1.0,3.0000000000000004,4.0,5.0,5.999999999999999,5.999999999999999,Fold,High Card,High Card,High Card
Aludra,349,38,1,0,0,0,0,7.9,2.4,7.9,7.9,7.9,4.3,17.7,25.599999999999998,33.5,33.5,4-Bet,Two Pair,,
Aludra,349,43,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Fold,,,
Aludra,349,46,1,0,0,0,0,6.9,1.7,1.7,1.7,6.9,3.9,5.6000000000000005,7.300000000000001,19.400000000000002,19.400000000000002,Fold,Two Pair,Two Pair,Two Pair
Aludra,349,47,1,0,0,0,0,5.4,2.4,5.4,5.4,5.4,3.8,12.2,17.599999999999998,22.999999999999996,22.999999999999996,Call,Pair,,
Aludra,349,48,1,0,0,0,0,5.4,2.4,5.4,5.4,5.4,3.8,12.2,17.599999999999998,22.999999999999996,22.999999999999996,4-Bet,Pair,,
Aludra,349,51,0,0,0,0,0,4.2,1.0,1.0,4.2,4.2,3.0000000000000004,4.0,14.600000000000001,18.8,18.8,Fold,Pair,Pair,Two Pair
Aludra,349,52,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Fold,,,
Aludra,349,55,0,0,0,0,1,10.0,2.0,2.0,10.0,10.0,6.999999999999999,8.999999999999998,35.0,56.699999999999996,56.699999999999996,4-Bet,High Card,High Card,High Card
Aludra,349,56,1,0,0,0,0,6.999999999999999,1.0,1.0,6.999999999999999,6.999999999999999,3.0000000000000004,4.0,19.2,26.2,26.2,Fold,Flush,Flush,
Aludra,349,57,0,0,1,0,0,2.0,2.0,2.0,2.0,2.0,4.5,8.5,10.5,12.5,12.5,Call,High Card,,
Aludra,349,65,0,0,1,0,0,2.0,2.0,2.0,2.0,2.0,5.0,11.999999999999998,13.999999999999998,15.999999999999998,15.999999999999998,Fold,Pair,,
Aludra,349,68,1,0,0,0,0,16.0,2.0,5.0,5.0,16.0,4.0,15.0,20.0,58.00000000000001,58.00000000000001,Call,High Card,High Card,Straight
Aludra,349,70,0,0,0,0,0,2.0,2.0,2.0,2.0,2.0,4.0,6.000000000000001,8.0,10.0,10.0,Call,Pair,Pair,Two Pair
Aludra,349,78,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,349,81,0,0,0,0,1,9.6,2.9999999999999996,5.999999999999999,9.6,9.6,5.0,17.0,33.8,67.79999999999998,67.79999999999998,Fold,Pair,Pair,Two Pair
Aludra,349,83,1,0,0,0,0,54.49999999999999,2.9999999999999996,54.49999999999999,54.49999999999999,54.49999999999999,5.0,119.99999999999997,174.49999999999994,228.99999999999994,228.99999999999994,4-Bet,Pair,,
Aludra,349,87,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,14.0,25.0,36.0,47.0,47.0,Fold,,,
Aludra,349,88,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,349,95,1,0,0,0,0,16.9,2.0,2.0,5.0,16.9,5.0,6.999999999999999,18.0,46.8,46.8,Fold,High Card,Pair,Pair
Aludra,349,100,1,0,0,0,0,6.9,1.7,1.7,6.9,6.9,3.9,5.6000000000000005,17.7,24.599999999999998,24.599999999999998,Fold,High Card,Pair,
Aludra,349,103,0,0,1,0,0,7.5,7.5,7.5,7.5,7.5,15.0,34.4,41.89999999999999,49.39999999999999,49.39999999999999,Call,High Card,,
Aludra,349,105,1,0,0,0,0,11.700000000000001,1.0,3.0000000000000004,11.700000000000001,11.700000000000001,2.0,8.999999999999998,38.1,49.800000000000004,49.800000000000004,3-Bet,Pair,Pair,Pair
Aludra,349,106,1,0,0,0,0,6.699999999999999,1.0,1.0,1.0,6.699999999999999,4.5,5.5,6.5,18.899999999999995,18.899999999999995,Fold,High Card,Flush,Flush
Aludra,349,113,1,0,0,0,0,5.4,2.4,5.4,5.4,5.4,4.3,12.7,18.099999999999998,23.5,23.5,Call,Pair,,
Aludra,349,115,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,4-Bet,,,
Aludra,349,116,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Fold,,,
Aludra,349,122,1,0,0,0,0,33.2,3.4999999999999996,9.1,9.1,33.2,12.5,32.8,41.9,99.20000000000002,99.20000000000002,Call,Pair,Pair,Straight
Triangulum,350,2,0,0,0,1,0,2.5,2.5,2.5,2.5,2.5,5.0,7.5,14.04,16.54,16.54,Call,High Card,Pair,
Triangulum,350,18,0,0,0,0,0,1.2,1.2,1.2,1.2,1.2,3.4000000000000004,4.6000000000000005,5.800000000000001,7.000000000000001,7.000000000000001,Fold,Pair,Pair,Pair
Triangulum,350,20,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Triangulum,350,26,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,4.3,6.699999999999999,9.1,11.5,11.5,3-Bet,Pair,Pair,Pair
Triangulum,351,5,1,0,0,0,0,1.5,1.5,1.5,1.5,1.5,4.0,5.5,7.0,8.5,8.5,Fold,High Card,High Card,High Card
Triangulum,351,10,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Triangulum,351,12,1,0,0,0,0,4.27,1.7,4.27,4.27,4.27,3.9000000000000004,13.31,17.58,21.849999999999998,21.849999999999998,3-Bet,Pair,Pair,Two Pair
Aludra,353,1,0,0,1,0,0,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,4.0,8.5,10.0,11.499999999999998,11.499999999999998,Call,Pair,,
Aludra,353,2,0,0,1,0,0,9.499999999999998,9.499999999999998,9.499999999999998,9.499999999999998,9.499999999999998,11.999999999999998,36.5,45.99999999999999,55.49999999999999,55.49999999999999,4-Bet,High Card,,
Aludra,353,4,0,0,1,0,0,2.4,2.4,2.4,2.4,2.4,3.8,9.2,11.599999999999998,13.999999999999998,13.999999999999998,3-Bet,Pair,,
Aludra,354,1,0,0,1,0,0,4.0,4.0,4.0,4.0,4.0,13.0,25.0,28.999999999999996,32.99999999999999,32.99999999999999,Call,Pair,,
Aludra,354,3,1,0,0,0,0,8.2,2.0,2.0,8.2,8.2,5.0,6.999999999999999,21.4,29.599999999999998,29.599999999999998,Call,High Card,High Card,
Aludra,354,7,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,354,16,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,3-Bet,,,
Aludra,354,24,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Fold,,,
Aludra,354,28,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,354,30,1,0,0,0,0,5.0,2.0,2.0,5.0,5.0,8.0,10.0,21.0,26.0,26.0,Fold,Pair,Two Pair,Two Pair
Aludra,355,4,0,0,1,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.5,13.2,16.2,19.2,19.2,Fold,High Card,,
Aludra,355,6,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Fold,,,
Aludra,355,7,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,3.0000000000000004,6.199999999999999,7.199999999999999,8.2,8.2,Fold,High Card,,
Aludra,355,11,1,0,0,0,0,12.2,7.199999999999999,12.2,12.2,12.2,14.399999999999999,36.6,48.8,60.99999999999999,60.99999999999999,Call,Pair,Two Pair,Two Pair
Aludra,356,1,1,0,0,0,0,4.499999999999999,1.4999999999999998,1.4999999999999998,4.499999999999999,4.499999999999999,4.0,5.5,13.0,17.5,17.5,Fold,Pair,Pair,
Aludra,356,2,1,0,0,0,0,8.7,2.5,8.7,8.7,8.7,5.0,19.900000000000002,28.6,37.300000000000004,37.300000000000004,Fold,Two Pair,,
Aludra,357,1,1,0,0,0,0,17.099999999999998,1.3,4.3,4.3,17.099999999999998,5.8999999999999995,16.2,20.5,50.4,50.4,Fold,Two Pair,Two Pair,Two Pair
Aludra,358,4,0,0,0,0,0,98.49999999999999,98.49999999999999,98.49999999999999,98.49999999999999,98.49999999999999,192.29999999999998,290.79999999999995,389.29999999999995,487.8,487.8,4-Bet,Two Pair,Two Pair,Two Pair
Aludra,359,1,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,18.999999999999996,22.999999999999996,26.999999999999996,34.99999999999999,34.99999999999999,Call,Pair,Pair,Pair
Aludra,359,4,0,1,0,0,0,2.4,2.4,2.4,2.4,2.4,11.4,27.999999999999996,30.4,56.0,56.0,Fold,High Card,Straight,Straight
Aludra,359,6,1,0,0,0,0,16.2,2.4,5.4,16.2,16.2,3.8,15.2,42.2,58.400000000000006,58.400000000000006,Fold,Pair,Two Pair,
Aludra,359,7,1,0,0,0,0,3.1999999999999997,1.4999999999999998,1.4999999999999998,3.1999999999999997,3.1999999999999997,4.0,5.5,12.1,15.299999999999999,15.299999999999999,Fold,Pair,Pair,Pair
Aludra,359,9,1,0,0,0,0,38.3,2.4,11.600000000000001,11.600000000000001,38.3,8.1,38.1,49.7,114.7,114.7,Call,Two Pair,Full House,Full House
Aludra,360,4,0,0,1,0,0,7.5,7.5,7.5,7.5,7.5,15.0,30.4,37.9,45.4,45.4,Call,Pair,,
Aludra,360,8,0,0,0,1,0,23.599999999999998,1.7,23.599999999999998,23.599999999999998,23.599999999999998,6.1,73.49999999999999,129.79999999999998,153.39999999999998,153.39999999999998,Call,Full House,Full House,
Aludra,360,12,1,0,0,0,0,8.7,2.5,2.5,2.5,8.7,5.0,7.5,10.0,24.900000000000002,24.900000000000002,Call,Pair,Pair,Pair
Aludra,360,13,1,0,0,0,0,7.7,2.0,7.7,7.7,7.7,5.0,18.4,26.099999999999998,33.8,33.8,Fold,Pair,,
Aludra,360,17,0,0,1,0,0,2.4,2.4,2.4,2.4,2.4,9.099999999999998,17.5,54.1,251.1,251.1,Call,High Card,High Card,Pair
Aludra,360,18,0,0,0,0,1,6.199999999999999,2.4,2.4,6.199999999999999,6.199999999999999,3.8,6.199999999999999,20.0,35.4,35.4,Fold,High Card,Pair,Pair
Aludra,360,19,0,0,1,0,0,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,4.0,7.2,8.700000000000001,10.2,10.2,Fold,High Card,,
Aludra,360,21,1,0,0,0,0,5.4,2.4,5.4,5.4,5.4,3.8,12.2,17.599999999999998,22.999999999999996,22.999999999999996,Call,Pair,,
Aludra,360,22,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Fold,,,
Aludra,360,34,0,1,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,78.3,81.3,84.30000000000001,87.30000000000001,87.30000000000001,Call,,,
Aludra,360,35,1,0,0,0,0,7.3999999999999995,2.4,7.3999999999999995,7.3999999999999995,7.3999999999999995,5.7,18.099999999999998,25.499999999999996,32.9,32.9,Call,Pair,,
Aludra,360,40,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,13.0,24.000000000000004,35.0,46.0,46.0,Call,,,
Aludra,360,43,0,0,1,0,0,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,6.5,10.5,11.999999999999998,13.499999999999998,13.499999999999998,Call,Pair,,
Aludra,360,45,1,0,0,0,0,64.3,64.3,64.3,64.3,64.3,126.2,190.5,254.79999999999998,319.09999999999997,319.09999999999997,Call,Pair,Pair,Pair
Aludra,361,2,1,0,0,0,0,27.999999999999996,2.9999999999999996,27.999999999999996,27.999999999999996,27.999999999999996,5.0,67.0,95.0,123.0,123.0,Fold,High Card,,
Aludra,362,2,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,362,5,0,0,0,0,0,2.4,2.4,2.4,2.4,2.4,3.8,6.199999999999999,8.6,11.0,11.0,Fold,Pair,Pair,Pair
Aludra,362,7,1,0,0,0,0,19.599999999999998,2.0,5.6000000000000005,5.6000000000000005,19.599999999999998,5.999999999999999,18.799999999999997,24.4,58.00000000000001,58.00000000000001,Call,High Card,High Card,Pair
Aludra,362,14,0,0,0,0,0,3.4999999999999996,1.4999999999999998,1.4999999999999998,3.4999999999999996,3.4999999999999996,4.0,5.5,13.0,16.499999999999996,16.499999999999996,Fold,Pair,Pair,Pair
Aludra,362,15,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,362,17,0,0,0,0,0,34.4,2.5,7.5,16.6,34.4,7.5,25.0,59.800000000000004,129.79999999999998,129.79999999999998,Call,Pair,Pair,Pair
Aludra,362,23,1,0,0,0,0,6.3999999999999995,2.4,2.4,6.3999999999999995,6.3999999999999995,6.699999999999999,9.099999999999998,19.499999999999996,25.9,25.9,Fold,Pair,Two Pair,
Aludra,362,27,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,362,28,1,0,0,0,0,3.4999999999999996,1.7999999999999998,1.7999999999999998,3.4999999999999996,3.4999999999999996,5.4,7.199999999999999,14.099999999999996,17.599999999999998,17.599999999999998,Call,High Card,High Card,Flush
Aludra,362,33,0,0,1,0,0,1.7,1.7,1.7,1.7,1.7,5.1,10.6,12.299999999999999,13.999999999999998,13.999999999999998,Fold,High Card,,
Aludra,362,41,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,2.0,4.7,5.7,6.7,6.7,Fold,Pair,,
Aludra,362,43,0,1,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,362,49,1,0,0,0,0,7.3999999999999995,2.4,7.3999999999999995,7.3999999999999995,7.3999999999999995,6.199999999999999,18.599999999999998,25.999999999999996,33.4,33.4,Call,Two Pair,,
Aludra,362,51,0,0,1,0,0,2.0999999999999996,2.0999999999999996,2.0999999999999996,2.0999999999999996,2.0999999999999996,5.799999999999999,15.899999999999999,43.99999999999999,67.09999999999998,67.09999999999998,Fold,High Card,High Card,High Card
Aludra,362,52,1,0,0,0,0,5.0,5.0,5.0,5.0,5.0,5.999999999999999,11.0,16.0,21.0,21.0,Call,,,
Aludra,362,56,0,0,1,0,0,2.3,2.3,2.3,2.3,2.3,8.7,20.700000000000003,23.0,25.3,25.3,Call,High Card,,
Aludra,362,57,0,0,0,1,0,7.5,2.5,2.5,7.5,7.5,5.5,8.0,42.199999999999996,49.699999999999996,49.699999999999996,Call,High Card,High Card,
Aludra,362,58,0,0,0,0,0,5.1,2.0,5.1,5.1,5.1,5.0,16.3,21.4,26.500000000000004,26.500000000000004,Fold,High Card,High Card,Pair
Aludra,362,64,0,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,15.0,15.0,Fold,Pair,Pair,Pair
Aludra,362,66,0,1,0,0,0,2.0,2.0,2.0,2.0,2.0,18.499999999999996,20.499999999999996,22.5,24.5,24.5,Call,,,
Aludra,362,68,0,0,0,1,0,3.9,2.0,3.9,3.9,3.9,4.5,12.2,25.2,29.1,29.1,Fold,High Card,High Card,
Aludra,362,70,0,0,1,0,0,5.999999999999999,5.999999999999999,5.999999999999999,5.999999999999999,5.999999999999999,11.999999999999998,48.3,54.3,60.29999999999999,60.29999999999999,Call,Pair,,
Aludra,362,72,0,0,1,0,0,4.0,4.0,4.0,4.0,4.0,8.0,16.0,20.0,23.999999999999996,23.999999999999996,Fold,High Card,,
Aludra,362,74,1,0,0,0,0,9.2,2.9999999999999996,2.9999999999999996,9.2,9.2,5.0,8.0,23.4,32.599999999999994,32.599999999999994,Fold,High Card,Pair,
Aludra,362,77,1,0,0,0,0,8.0,1.2,1.2,1.2,8.0,5.599999999999999,6.799999999999999,7.999999999999999,36.400000000000006,36.400000000000006,Fold,Pair,Two Pair,Full House
Aludra,362,78,0,0,0,0,1,0.5,0.5,0.5,0.5,0.5,1.5000000000000002,2.0,2.5,8.0,8.0,Fold,Pair,Pair,Pair
Aludra,362,89,0,0,0,1,0,2.9000000000000004,1.0,2.9000000000000004,2.9000000000000004,2.9000000000000004,3.0000000000000004,9.7,18.099999999999998,21.0,21.0,Fold,Pair,Pair,
Aludra,362,93,0,0,1,0,0,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,11.600000000000001,23.200000000000003,29.000000000000004,34.800000000000004,34.800000000000004,Call,High Card,,
Aludra,362,98,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,362,100,0,0,0,0,0,26.1,26.1,26.1,26.1,26.1,130.39999999999998,156.49999999999997,182.59999999999997,208.69999999999996,208.69999999999996,Call,High Card,High Card,High Card
Aludra,363,2,0,1,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,11.999999999999998,15.0,18.0,21.0,21.0,Fold,,,
Aludra,363,3,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Fold,,,
Aludra,363,9,0,0,1,0,0,7.8,7.8,7.8,7.8,7.8,15.6,31.399999999999995,39.199999999999996,47.0,47.0,Call,High Card,,
Aludra,363,13,1,0,0,0,0,15.499999999999998,1.4999999999999998,3.4999999999999996,15.499999999999998,15.499999999999998,4.0,11.499999999999998,41.99999999999999,57.499999999999986,57.499999999999986,Call,Pair,Pair,
Aludra,363,16,0,0,0,0,0,22.7,2.0,7.3,7.3,22.7,4.0,21.9,29.2,82.69999999999999,82.69999999999999,Call,Pair,Pair,Pair
Aludra,363,19,1,0,0,0,0,6.3,1.4999999999999998,1.4999999999999998,1.4999999999999998,6.3,3.4999999999999996,5.0,6.5,17.599999999999998,17.599999999999998,Fold,Pair,Pair,Pair
Aludra,363,23,0,0,0,0,0,26.7,2.0,5.0,11.0,26.7,4.0,15.0,38.0,96.10000000000001,96.10000000000001,Call,Two Pair,Two Pair,Two Pair
Aludra,363,24,1,0,0,0,0,40.0,7.5,40.0,40.0,40.0,15.0,87.5,127.5,167.5,167.5,Call,Pair,,
Aludra,363,25,0,0,1,0,0,3.3,3.3,3.3,3.3,3.3,8.6,18.9,22.2,25.5,25.5,Call,High Card,,
Aludra,363,26,0,0,1,0,0,2.0,2.0,2.0,2.0,2.0,4.5,10.8,12.799999999999999,14.799999999999999,14.799999999999999,Call,High Card,,
Aludra,363,28,0,1,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,102.5,105.5,108.50000000000001,111.50000000000001,111.50000000000001,Call,,,
Aludra,363,30,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,363,34,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,363,35,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,6.499999999999999,15.099999999999998,32.099999999999994,48.2,48.2,Fold,High Card,High Card,Pair
Aludra,363,40,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,363,42,0,0,0,0,0,40.0,3.4999999999999996,40.0,40.0,40.0,6.999999999999999,120.0,160.0,200.0,200.0,Call,High Card,Flush,Flush
Aludra,364,1,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,3.0000000000000004,5.4,6.3999999999999995,7.3999999999999995,7.3999999999999995,Fold,Pair,,
Aludra,364,5,0,0,1,0,0,2.4,2.4,2.4,2.4,2.4,7.199999999999999,12.6,15.0,17.4,17.4,Call,High Card,,
Aludra,364,8,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,364,10,0,0,0,0,1,23.199999999999996,2.9999999999999996,5.999999999999999,23.199999999999996,23.199999999999996,7.5,22.5,80.1,164.6,164.6,Fold,Pair,Three of a Kind,Full House
Aludra,364,15,1,0,0,0,0,25.9,2.9999999999999996,6.3999999999999995,13.0,25.9,5.5,18.7,44.9,96.6,96.6,Call,High Card,High Card,Pair
Aludra,364,16,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Fold,,,
Aludra,364,21,0,0,0,1,0,2.4,2.4,2.4,2.4,2.4,5.7,8.1,18.5,70.99999999999999,70.99999999999999,Call,Pair,Pair,Pair
Aludra,364,22,1,0,0,0,0,7.3,2.0,7.3,7.3,7.3,4.0,16.599999999999998,23.899999999999995,31.199999999999996,31.199999999999996,Fold,Pair,,
Aludra,364,25,0,0,0,0,0,12.9,1.0,2.4,5.4,12.9,3.0000000000000004,8.2,19.6,47.5,47.5,Call,Two Pair,Two Pair,Two Pair
Aludra,364,27,0,1,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,25.0,36.099999999999994,39.099999999999994,42.099999999999994,42.099999999999994,Call,High Card,,
Aludra,364,35,0,0,1,0,0,2.4,2.4,2.4,2.4,2.4,3.8,7.9,10.299999999999999,12.7,12.7,4-Bet,Pair,,
Aludra,364,37,0,0,1,0,0,2.5,2.5,2.5,2.5,2.5,8.5,16.8,19.3,21.8,21.8,Call,Pair,,
Aludra,364,38,0,0,1,0,0,2.5,2.5,2.5,2.5,2.5,6.5,13.999999999999998,16.499999999999996,147.8,147.8,Call,Pair,Two Pair,Two Pair
Aludra,364,39,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,364,47,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Fold,,,
Aludra,364,50,0,0,0,0,1,2.9000000000000004,1.0,1.0,2.9000000000000004,2.9000000000000004,3.0000000000000004,4.0,10.7,17.299999999999997,17.299999999999997,Fold,Pair,Pair,Pair
Aludra,364,52,0,0,0,1,0,6.3999999999999995,2.5,6.3999999999999995,6.3999999999999995,6.3999999999999995,11.0,29.100000000000005,52.80000000000001,59.2,59.2,Call,Pair,Pair,
Aludra,364,55,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,Call,,,
Aludra,364,58,0,1,0,0,0,2.0,2.0,2.0,2.0,2.0,20.0,36.1,38.1,40.1,40.1,Fold,High Card,,
Aludra,364,61,0,0,1,0,0,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,4.499999999999999,8.999999999999998,10.499999999999998,11.999999999999996,11.999999999999996,Fold,Pair,,
Aludra,364,66,0,0,0,0,0,59.699999999999996,8.0,59.699999999999996,59.699999999999996,59.699999999999996,16.0,172.7,232.39999999999998,292.09999999999997,292.09999999999997,Call,High Card,High Card,High Card
Aludra,364,67,0,0,1,0,0,1.7,1.7,1.7,1.7,1.7,3.9,7.300000000000001,9.0,10.7,10.7,Fold,High Card,,
Aludra,364,69,0,0,0,0,1,4.499999999999999,1.4999999999999998,1.4999999999999998,4.499999999999999,4.499999999999999,6.5,8.0,21.499999999999996,36.6,36.6,Call,Pair,Pair,Pair
Aludra,364,71,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,4-Bet,,,
Aludra,364,75,1,0,0,0,0,2.0,2.0,2.0,2.0,2.0,5.0,6.999999999999999,8.999999999999998,10.999999999999998,10.999999999999998,Fold,Pair,,
Aludra,364,84,0,1,0,0,0,2.4,2.4,2.4,2.4,2.4,24.2,26.6,29.000000000000004,31.400000000000006,31.400000000000006,Call,,,
Aludra,364,85,0,0,1,0,0,2.4,2.4,2.4,2.4,2.4,8.6,20.599999999999998,22.999999999999996,34.8,34.8,Fold,High Card,Pair,Two Pair
Aludra,364,91,0,0,0,0,0,17.199999999999996,2.9999999999999996,5.8999999999999995,5.8999999999999995,17.199999999999996,5.0,16.7,22.599999999999998,62.39999999999999,62.39999999999999,Fold,High Card,Pair,Two Pair
Aludra,364,93,0,0,0,0,1,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,4.0,5.5,7.0,10.2,10.2,Fold,High Card,Pair,Pair
Aludra,364,96,1,0,0,0,0,9.299999999999999,2.4,9.299999999999999,9.299999999999999,9.299999999999999,5.7,21.9,31.2,40.49999999999999,40.49999999999999,Call,High Card,,
